fid             , centroid_lat         , centroid_lon      , phaq, phkc, area    , county                                                                         , county_iso
ken_soil_ph.958 , 0.9184964091366788   , 38.4603928111758  ,  6.7,  5.8, 0.00233 , Isiolo                                                                         , KE-09
ken_soil_ph.959 , 0.8863467840214312   , 40.40422320415254 ,  6.4,  4.8, 0.02505 , Wajir                                                                          , KE-46
ken_soil_ph.963 , 0.7864071538234186   , 34.95782183586145 ,  5.2,  4.5, 0.005685, Bungoma                                                                        , KE-03
ken_soil_ph.964 , 0.9155294900863756   , 38.10462057510172 ,  6.7,  5.8, 0.000493, Samburu                                                                        , KE-37
ken_soil_ph.965 , 0.9055058820253357   , 39.66567487823043 ,  6.4,  4.8, 0.001272, Wajir                                                                          , KE-46
ken_soil_ph.967 , 0.7208452567497217   , 35.70176036285427 ,  6.4,  5.3, 0.011111, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.970 , 0.6089598343308591   , 35.28603480192289 ,  5.2,  4.2, 0.143422, Uasin Gishu                                                                    , KE-44
ken_soil_ph.971 , 0.8012044261868021   , 38.691519317749524,  6.4,  5.4, 0.012046, Isiolo                                                                         , KE-09
ken_soil_ph.977 , 0.8222616644967662   , 38.55067350756058 ,  8.3,  7.0, 0.007671, Isiolo                                                                         , KE-09
ken_soil_ph.978 , 0.8298188576687011   , 40.09599047273879 ,  6.4,  4.8, 0.004821, Wajir                                                                          , KE-46
ken_soil_ph.980 , 0.6668957641236528   , 37.303663465584066,  8.5,  7.3, 0.08582 , Samburu                                                                        , KE-37
ken_soil_ph.982 , 0.8763010207219147   , 35.227683082259645,  5.8,  4.2, 0.000188, Uasin Gishu                                                                    , KE-44
ken_soil_ph.983 , 0.8754009840374516   , 35.29113764915448 ,  5.8,  4.2, 0.000189, Uasin Gishu                                                                    , KE-44
ken_soil_ph.984 , 0.8671890932025698   , 38.04764239959215 ,  6.7,  5.8, 0.001348, Samburu                                                                        , KE-37
ken_soil_ph.991 , 0.6171405693131657   , 35.64601769439551 ,  7.9,  7.2, 0.010505, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.992 , 0.805938212061523    , 34.838025855619215,  5.2,  4.5, 0.001025, Bungoma                                                                        , KE-03
ken_soil_ph.996 , 0.813522961896648    , 39.75434427427072 ,  6.4,  4.8, 0.003319, Wajir                                                                          , KE-46
ken_soil_ph.998 , 0.7581822971235124   , 34.41231551180187 ,  5.2,  3.9, 0.011365, Bungoma                                                                        , KE-03
ken_soil_ph.999 , 0.8270083181667156   , 35.38467319227089 ,  5.8,  4.2, 0.000339, Uasin Gishu                                                                    , KE-44
ken_soil_ph.1000, 0.7900190363304392   , 37.54500512876593 ,  7.1,  6.2, 0.003497, Samburu                                                                        , KE-37
ken_soil_ph.1002, 0.5391647585440331   , 38.013277689745614,  7.0,  6.0, 0.190919, Meru                                                                           , KE-26
ken_soil_ph.1003, 0.7992582253317058   , 34.589722901006986,  5.7,  0.0, 0.0024  , Bungoma                                                                        , KE-03
ken_soil_ph.1004, 0.8275224214561031   , 36.8215112792363  ,  7.9,  6.5, 0.000446, Laikipia                                                                       , KE-20
ken_soil_ph.1005, 0.8241089221302669   , 35.28812141866867 ,  5.8,  4.2, 0.000191, Uasin Gishu                                                                    , KE-44
ken_soil_ph.1006, 0.8215552354836978   , 36.871720865718814,  7.9,  6.5, 0.000342, Laikipia                                                                       , KE-20
ken_soil_ph.1007, 0.7597673084113886   , 39.12166636867505 ,  6.4,  5.3, 0.006433, Isiolo                                                                         , KE-09
ken_soil_ph.1008, 0.7924295968963184   , 38.9106548899086  ,  6.4,  5.3, 0.00429 , Isiolo                                                                         , KE-09
ken_soil_ph.1010, 0.7767041013720006   , 34.794135950962534,  5.2,  4.5, 0.001941, Bungoma                                                                        , KE-03
ken_soil_ph.1011, 0.32465201630862917  , 35.55729212088654 ,  5.7,  4.3, 0.095667, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.1012, 0.7987573308040504   , 35.57624211488561 ,  8.3,  6.9, 0.000394, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.1013, 0.7918325470578136   , 34.550558276599695,  5.9,  5.5, 0.001257, Bungoma                                                                        , KE-03
ken_soil_ph.1015, 0.7840581609218137   , 37.91710095034787 ,  7.0,  5.8, 0.001791, Samburu                                                                        , KE-37
ken_soil_ph.1016, 0.765504019705827    , 37.40216323725239 ,  7.1,  6.2, 0.001961, Samburu                                                                        , KE-37
ken_soil_ph.1017, 0.7793900337167585   , 35.30528289881024 ,  5.8,  4.2, 0.001193, Uasin Gishu                                                                    , KE-44
ken_soil_ph.1018, 0.7890545943804916   , 35.41697423419009 ,  5.8,  4.2, 0.000301, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.1021, 0.708588645294791    , 34.5240524356332  ,  5.2,  4.7, 0.013772, Bungoma                                                                        , KE-03
ken_soil_ph.1022, 0.7607733975986883   , 35.06887356533605 ,  5.2,  4.7, 0.005686, Uasin Gishu                                                                    , KE-44
ken_soil_ph.1023, 0.7775963996899649   , 38.09812195101197 ,  5.4,  4.3, 0.001265, Samburu                                                                        , KE-37
ken_soil_ph.1025, 0.7604010821480878   , 38.15539027427608 ,  7.0,  5.8, 0.002397, Samburu                                                                        , KE-37
ken_soil_ph.1026, 0.7536363237963866   , 35.23823398791257 ,  5.8,  4.2, 0.000916, Uasin Gishu                                                                    , KE-44
ken_soil_ph.1027, 0.7458865087523169   , 36.79745756881496 ,  7.9,  6.5, 0.002265, Laikipia                                                                       , KE-20
ken_soil_ph.1028, 0.7720245594667458   , 35.3740939537702  ,  5.8,  4.2, 0.00033 , Uasin Gishu                                                                    , KE-44
ken_soil_ph.1030, 0.7657083669205658   , 36.84729209051139 ,  7.9,  6.5, 0.000435, Laikipia                                                                       , KE-20
ken_soil_ph.1034, 0.762188758845152    , 38.01538188368309 ,  7.0,  5.8, 0.000667, Samburu                                                                        , KE-37
ken_soil_ph.1035, 0.7568658647882223   , 40.18526155920003 ,  6.4,  4.8, 0.001078, Wajir                                                                          , KE-46
ken_soil_ph.1036, 0.6556390673381116   , 37.18593206700509 ,  6.7,  5.8, 0.042327, Samburu                                                                        , KE-37
ken_soil_ph.1037, 0.726064956082064    , 36.74567552585688 ,  7.9,  6.5, 0.002003, Laikipia                                                                       , KE-20
ken_soil_ph.1039, 0.6776655418476887   , 34.61124262918644 ,  5.6,  4.3, 0.004696, Bungoma                                                                        , KE-03
ken_soil_ph.1041, 0.5926172044180055   , 38.477986334146934,  6.7,  5.8, 0.030223, Isiolo                                                                         , KE-09
ken_soil_ph.1042, 0.7402642092436911   , 34.48404587805647 ,  5.2,  3.9, 0.00098 , Bungoma                                                                        , KE-03
ken_soil_ph.1043, 0.68327711548604     , 34.66875817919029 ,  5.2,  4.1, 0.010619, Bungoma                                                                        , KE-03
ken_soil_ph.1044, 0.47237654060540124  , 35.80849022333729 ,  5.0,  4.5, 0.029827, Baringo                                                                        , KE-01
